tWeight,AUC
0.934,0.59835664817508
0.21,0.598321096828673
0.209,0.59827381720304
0.208,0.598232768225746
0.207,0.598176325881967
0.206,0.598119150520736
0.935,0.598100092066992
0.205,0.598091295857572
0.204,0.598032654461437
0.203,0.598005532815725
0.202,0.597962284786076
0.201,0.597917570721524
0.2,0.597864793465003
0.936,0.597856730273034
0.199,0.597817880348095
0.198,0.597778297405705
0.197,0.597713791869957
0.196,0.597670543840308
0.195,0.597620698653594
0.937,0.597617033566335
0.194,0.597576717606493
0.193,0.597529804489585
0.192,0.597507447457309
0.191,0.597452104639707
0.19,0.59739456276975
0.189,0.597347283144117
0.938,0.597342152021955
0.188,0.597311365288985
0.187,0.597278379503659
0.186,0.59724392768343
0.185,0.59720434474104
0.184,0.597141305240195
0.939,0.597116382646838
0.183,0.597098790227998
0.182,0.597051144093639
0.181,0.596999832872021
0.18,0.596949987685307
0.179,0.596907472673109
0.178,0.596866423695815
0.94,0.596836369980297
0.177,0.596823175666166
0.176,0.596786158284856
0.175,0.59671798766185
0.174,0.596673640106024
0.173,0.596617197762244
0.941,0.596602537413211
0.172,0.596594474221242
0.171,0.596548294121786
0.17,0.596503580057234
0.169,0.596463264097392
0.168,0.596420382576468
0.167,0.596376035020642
0.166,0.596327655868831
0.942,0.596310063449991
0.165,0.596284407839182
0.164,0.596223567390692
0.163,0.596172989186527
0.162,0.596131940209233
0.161,0.596068167690936
0.943,0.596059371481516
0.16,0.596009526294802
0.159,0.595992666893413
0.158,0.595933292479827
0.157,0.595904704799212
0.156,0.595866587891725
0.155,0.595811978091574
0.944,0.595809412530494
0.154,0.595758834326328
0.153,0.59571192120942
0.152,0.595659143952899
0.151,0.595634954376994
0.15,0.595597936995684
0.945,0.59558071108557
0.149,0.595574113928504
0.148,0.595509608392757
0.147,0.595464161310753
0.146,0.595411384054232
0.946,0.595375466199099
0.145,0.595373267146744
0.144,0.59532782006474
0.143,0.595267712633702
0.142,0.595213835851004
0.141,0.595148230789079
0.947,0.595117444056108
0.14,0.595080426674798
0.139,0.595033147049165
0.138,0.594995763159129
0.137,0.594957646251642
0.136,0.594930158097204
0.135,0.594901936925314
0.948,0.594891674680991
0.134,0.594853557773503
0.133,0.594812508796209
0.132,0.594769993784012
0.131,0.594739207051041
0.13,0.594692293934134
0.949,0.594676167550197
0.129,0.594647579869581
0.128,0.594594069595609
0.127,0.594539826304185
0.126,0.594486316030212
0.95,0.594447832613999
0.125,0.594432805756239
0.124,0.594378562464815
0.123,0.594319188051229
0.122,0.594279605108838
0.121,0.594229759922124
0.951,0.594191643014637
0.12,0.594183946331394
0.119,0.594138132740664
0.118,0.594068496082755
0.117,0.594019383913492
0.116,0.593977601918746
0.115,0.593939485011259
0.952,0.593914928926628
0.114,0.593913096382999
0.113,0.593844192742541
0.112,0.593788483416213
0.111,0.593748167456371
0.11,0.593694657182398
0.109,0.593644078978232
0.953,0.593631617681554
0.108,0.593614025262713
0.107,0.593575908355226
0.106,0.59351653394164
0.105,0.593455693493151
0.104,0.593410246411147
0.954,0.593405848306437
0.103,0.593386056835241
0.102,0.593331080526365
0.101,0.593279036287296
0.1,0.593209766138112
0.955,0.593198404367611
0.099,0.59315442332051
0.098,0.593102379081441
0.097,0.59306279613905
0.096,0.593001589181835
0.956,0.592982164219366
0.095,0.592973368009946
0.094,0.592921323770876
0.093,0.592884672898292
0.092,0.592852420130419
0.091,0.592806240030963
0.957,0.592749064669732
0.09,0.592746132599925
0.089,0.592694821378307
0.088,0.592644976191593
0.087,0.592567276341715
0.086,0.592518897189904
0.085,0.592493974596547
0.958,0.592462454846125
0.084,0.592437532252768
0.083,0.592375225769375
0.082,0.592331977739726
0.081,0.592287263675174
0.08,0.592247680732783
0.959,0.592214694947457
0.079,0.592195636493714
0.078,0.592152388464065
0.077,0.592092281033027
0.076,0.592054897142991
0.075,0.591992224150873
0.074,0.591952274699756
0.96,0.5919387138769
0.073,0.591908293652655
0.072,0.591871642780071
0.071,0.591810802331582
0.07,0.591747029813286
0.069,0.591713311010509
0.961,0.591710378940702
0.068,0.59165063801839
0.067,0.591598960288047
0.066,0.591557911310753
0.065,0.591511731211297
0.064,0.591489007670295
0.063,0.591466284129293
0.962,0.591447958693001
0.062,0.591419371012385
0.061,0.591368059790767
0.06,0.591324811761118
0.059,0.591280097696566
0.058,0.591239048719272
0.963,0.591185538445299
0.057,0.591159149817039
0.056,0.591103073981985
0.055,0.5910550613389
0.054,0.591001551064928
0.053,0.590944375703697
0.964,0.590906991813661
0.052,0.590885734307562
0.051,0.590841753260462
0.05,0.590803269844248
0.049,0.590747927026647
0.048,0.590692217700319
0.965,0.59067975640364
0.047,0.590629911216926
0.046,0.590576400942954
0.045,0.590543415157628
0.044,0.590471579447364
0.966,0.5904437247842
0.043,0.590429064435166
0.042,0.590393146580034
0.041,0.590342568375868
0.04,0.590310315607994
0.039,0.590271465683055
0.967,0.590210625234566
0.038,0.590205494112404
0.037,0.590171775309627
0.036,0.590115332965847
0.035,0.590057424587165
0.034,0.590012710522612
0.033,0.589974593615125
0.968,0.589947838478138
0.032,0.589915219201539
0.031,0.589862441945018
0.03,0.589814062793207
0.029,0.589757620449428
0.969,0.589712173367424
0.028,0.589704110175455
0.027,0.589645468779321
0.026,0.589604419802027
0.025,0.58953368361794
0.024,0.589482738905048
0.97,0.589476141747983
0.023,0.589423364491462
0.022,0.589369121200037
0.021,0.589321475065678
0.02,0.58924817332051
0.971,0.589209323395571
0.019,0.589193930029086
0.018,0.589149948981985
0.017,0.589110366039595
0.016,0.589058321800525
0.015,0.588998214369488
0.972,0.588990151177519
0.014,0.588940305990805
0.013,0.588898523996059
0.012,0.588820824146181
0.011,0.588773911029274
0.973,0.588746789383562
0.01,0.588709405493526
0.009,0.588666157463877
0.008,0.588622542925502
0.007,0.588576729334772
0.006,0.588535680357478
0.005,0.588499762502346
0.974,0.588465310682117
0.004,0.588445152702196
0.003,0.588387610832239
0.002,0.588328969436104
0.001,0.588267395970163
0.975,0.588221582379433
0,0.588211686643836
0.976,0.587966858814975
0.977,0.587742555474761
0.978,0.587531446448677
0.979,0.587277822410396
0.98,0.587053885578908
0.981,0.586840210991743
0.982,0.586598315232689
0.983,0.586379143014637
0.984,0.586088868103772
0.985,0.585841108205104
0.986,0.585596280376243
0.987,0.585377841175643
0.988,0.58513667843404
0.989,0.584863262924564
0.99,0.584548065420342
0.991,0.584314965870707
0.992,0.584066839463314
0.993,0.583835572457309
0.994,0.583575351261963
0.995,0.583273348071871
0.996,0.58300909528054
0.997,0.582750706628823
0.998,0.582478024136799
0.999,0.582192147330644
1,0.581970776060236
